City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,EnergyClass,Price
Šiauliai,Lieporiai,Tilžės g.,18m2,1,3,1969,Brick,Central,Fully,nan,12000
Šiauliai,Centras,Vytauto g.,"14,29m2",1,4,1997,Brick,Central,Fully,nan,11400
Marijampolės m.,Centras,Kauno g.,46m2,2,4,1969,Brick,Central,Fully,nan,53000
Vilnius,Baltupiai,Kalvarijų g.,"24,21m2",1,1,1993,Brick,Central,Fully,nan,84900
Vilnius,Baltupiai,Kalvarijų g.,49m2,2,4,1986,Block house,Central,Fully,nan,65000
Radviliškio r. sav.,Baisogalos mstl.,Maironio g.,65m2,3,4,1968,Brick,Central,Fully,nan,55000
Radviliškio r. sav.,Baisogalos mstl.,Maironio g.,"54,29m2",2,5,1979,Brick,Central,Fully,nan,45000
Vilnius,Pilaitė,Karaliaučiaus g.,"36,19m2",1,7,1995,Monolithic,Central,Fully,nan,106000
Vilnius,Pilaitė,Karaliaučiaus g.,"65,95m2",3,1,1973,Brick,Central,Fully,nan,59000
Panevėžys,Molainiai,Molainių g.,40m2,1,4,1992,Block house,Central,Fully,nan,44000
Šiaulių r. sav.,Sutkūnų k.,Joniškio g.,"47,76m2",3,2,1964,Brick,Gas,Fully,nan,69000
Marijampolės m.,Kvietiškis,P. Armino g.,"57,15m2",3,4,1982,Brick,Central,Fully,nan,82000
Marijampolės m.,Kvietiškis,P. Armino g.,"37,15m2",2,4,1977,Block house,Central,Fully,C,25000
Klaipėda,Bandužiai,Markučių g.,"88,37m2",4,7,1988,Block house,Central,Fully,nan,91000
Kauno r. sav.,Neveronių k.,Kertupio g.,62m2,2,2,1950,Brick,Central,Fully,nan,50000
Vilnius,Žirmūnai,Minties g.,"65,4m2",3,3,1967,Block house,Central,Fully,nan,178000
Šiauliai,Lieporiai,Lieporių g.,"51,02m2",3,3,1969,Block house,Central,Fully,G,60000
Kaunas,Šilainiai,Prūsų g.,"60,14m2",3,3,2008,Brick,Central thermostat,Fully,A+,185000
Kaunas,Šilainiai,Prūsų g.,38m2,2,2,1966,Brick,Central,Fully,nan,42000
Kaunas,Šilainiai,Prūsų g.,"78,58m2",4,3,1985,Brick,Central,Fully,nan,62000
Kaunas,Šilainiai,Prūsų g.,86m2,4,4,1985,Brick,Central,Partial,nan,70000
Kaunas,Šilainiai,Prūsų g.,"77,25m2",4,5,1985,Block house,Central,Fully,nan,80000
Kaunas,Šilainiai,Prūsų g.,"67,18m2",2,2,1989,Block house,Central,Fully,nan,75000
Klaipėda,Debrecenas,Debreceno g.,46m2,2,5,1970,Brick,Central,Fully,nan,68500
Klaipėda,Debrecenas,Debreceno g.,"32,93m2",1,4,1975,Brick,Central,Not,nan,34650
Klaipėda,Debrecenas,Debreceno g.,"61,55m2",3,1,1966,Block house,Central,Fully,nan,72000
Klaipėda,Debrecenas,Debreceno g.,"67,83m2",3,1,1990,Block house,Central,Fully,nan,48900
Klaipėda,Debrecenas,Debreceno g.,"46,99m2",2,3,1975,Block house,Central,Fully,nan,37999
Kaunas,Žaliakalnis,Lankos g.,66m2,4,3,2022,Brick,Gas,Partial,A+,189000
Klaipėda,Senamiestis,Tiltų g.,"45,94m2",2,1,1960,Brick,Central,Fully,G,173000
Vilnius,Naujamiestis,Naugarduko g.,18m2,1,2,1979,Brick,Central,Partial,nan,39500
Klaipėda,Naujakiemis,Šiaulių g.,"45,91m2",2,5,1975,Block house,Central,Fully,nan,65500
Alytaus r. sav.,Simno m.,Ateities g.,"36,14m2",2,2,1985,Block house,Central,Fully,nan,15000
Vilnius,Baltupiai,Kalvarijų g.,"30,94m2",2,1,1993,Brick,Central,Fully,nan,99000
Vilnius,Baltupiai,Kalvarijų g.,116m2,4,3,2000,Brick,Gas,Fully,B,290000
Tauragės r. sav.,Skaudvilės m.,Turgaus a.,"65,2m2",3,2,1956,Brick,"Central thermostat, solid fuel, other",Fully,nan,36000
Tauragės r. sav.,Skaudvilės m.,Turgaus a.,"65,01m2",3,1,1981,Brick,Central,Partial,nan,53000
Vilnius,Karoliniškės,Sietyno g.,41m2,1,2,2005,Brick,Central thermostat,Fully,nan,125000
Šiauliai,Centras,Vilniaus g.,"53,53m2",3,1,1963,Brick,Central,Fully,nan,114000
Šiauliai,Centras,Vilniaus g.,"35,94m2",1,4,1976,Brick,Central,Fully,nan,23000
Šiaulių r. sav.,Kuršėnų m.,Pavenčio g.,"29,31m2",1,5,1976,Brick,Central,Fully,nan,23000
Panevėžys,Centras,Smėlynės g.,"47,99m2",3,5,1975,Block house,Central,Fully,nan,73500
Šiauliai,Centras,Trakų g.,58m2,3,5,1981,Brick,"Central, electric",Fully,D,127000
Plungės r. sav.,Kantaučių k.,Žlibinų g.,70m2,3,2,1981,Block house,Solid fuel,Fully,nan,23000
Jurbarko r. sav.,Klausučių k.,A. Daugėlos g.,"49,56m2",3,2,1964,Brick,Solid fuel,Other,nan,8000
Jurbarko r. sav.,Klausučių k.,A. Daugėlos g.,47m2,2,5,1973,Block house,Central,Fully,nan,89000
Jurbarko r. sav.,Klausučių k.,A. Daugėlos g.,"29,5m2",2,1,1990,Brick,Electric,Fully,nan,225000
Jurbarko r. sav.,Klausučių k.,A. Daugėlos g.,50m2,2,1,1989,Block house,Central,Fully,nan,32000
Jurbarko r. sav.,Klausučių k.,A. Daugėlos g.,"78,73m2",4,4,1992,Brick,Central,Fully,nan,77000
Kaunas,Centras,Žemaičių g.,44m2,2,3,1956,Brick,Central thermostat,Fully,nan,145000
Klaipėda,Vingis,Vingio g.,"69,29m2",3,7,1982,Block house,Central,Fully,nan,79999
Klaipėda,Vingis,Vingio g.,29m2,1,1,1989,Brick,Central,Not,nan,12500
Vilnius,Naujamiestis,Gerosios Vilties g.,"48,56m2",2,5,2020,Brick,Central thermostat,Fully,A,203200
Vilnius,Naujamiestis,Gerosios Vilties g.,16m2,1,4,1966,Brick,Central,Fully,nan,7000
Kaunas,Vilijampolė,Varnių g.,"45,08m2",2,4,1964,Block house,Central,Fully,nan,80000
Kaunas,Vilijampolė,Varnių g.,210m2,8,1,1987,Brick,Electric,Fully,nan,570000
Vilnius,Šnipiškės,Kalvarijų g.,"31,9m2",1,3,1971,Brick,Central,Fully,nan,67000
Vilnius,Šnipiškės,Kalvarijų g.,54m2,3,2,2022,Brick,"Electric, aerothermal",Fully,A+,355000
Vilnius,Naujoji Vilnia,Darželio g.,"25,07m2",1,3,1964,Brick,Central,Fully,nan,52000
Kaunas,Aukštieji Šančiai,Ašmenos 1-oji g.,59m2,2,4,2008,Brick,Central thermostat,Fully,nan,142900
Kaunas,Aukštieji Šančiai,Ašmenos 1-oji g.,"33,7m2",2,4,1967,Brick,Central,Fully,nan,34500
Vilnius,Pašilaičiai,Budiniškių g.,43m2,2,2,2022,Brick,Central thermostat,Fully,A++,160000
Kaunas,Gričiupis,K. Baršausko g.,15m2,1,1,1960,Brick,Central,Fully,nan,25500
Kaunas,Kalniečiai,V. Landsbergio-Žemkalnio g.,78m2,4,2,1978,Block house,Central,Fully,nan,135000
Šiauliai,Gytariai,Kviečių g.,"50,31m2",2,2,1992,Block house,Central,Fully,nan,72000
Vilnius,Grigiškės,Kovo 11-osios g.,77m2,3,2,1976,Block house,Central,Fully,nan,145000
Vilniaus r. sav.,Valčiūnų k.,Geležinkeliečių g.,"36,48m2",1,2,1988,Block house,Central,Fully,nan,63000
Vilniaus r. sav.,Valčiūnų k.,Geležinkeliečių g.,90m2,4,3,1987,Block house,Central,Fully,nan,89600
Vilnius,Žvėrynas,D. Poškos g.,"62,85m2",3,4,1940,Brick,"Electric, central thermostat",Fully,nan,228000
Vilnius,Pilaitė,Karaliaučiaus g.,"54,75m2",2,6,2016,Block house,Central,Fully,nan,150000
Marijampolės sav.,Igliaukos k.,Jaunimo g.,"45,73m2",2,3,1964,Brick,Central,Not,nan,15000
Akmenės r. sav.,Naujosios Akmenės m.,Ramučių g.,"81,15m2",4,4,1992,Block house,Electric,Fully,nan,22000
Vilnius,Karoliniškės,Apolinaro Juozo Povilaičio g.,"63,6m2",3,1,1974,Block house,Central,Fully,nan,135000
Vilnius,Karoliniškės,Apolinaro Juozo Povilaičio g.,"69,6m2",3,4,1982,Brick,Central thermostat,Fully,nan,89000
Vilnius,Karoliniškės,Apolinaro Juozo Povilaičio g.,18m2,1,1,1990,Brick,Electric,Fully,nan,135000
Marijampolės m.,Mokolai,Uosupio g.,"50,5m2",3,1,1977,Block house,Central,Fully,nan,88800
Palanga,Šventoji,Kregždžių g.,42m2,2,2,2022,Monolithic,"Electric, sun energy",Partial,A++,91500
Vilnius,Žirmūnai,Kareivių g.,"17,5m2",1,4,1983,Brick,Central,Fully,nan,59900
Vilnius,Žirmūnai,Kareivių g.,"14,7m2",1,4,1983,Brick,Central,Fully,nan,49900
Trakų r. sav.,Naujojo Lentvario k.,Saulės g.,71m2,3,1,2017,Brick,Gas,Fully,B,160000
Jonavos r. sav.,Ruklos mstl.,Ruklio g.,35m2,1,1,1987,Brick,Central,Fully,nan,20999
Jonavos r. sav.,Ruklos mstl.,Ruklio g.,"39,09m2",2,3,1963,Brick,Central,Fully,nan,30500
Jonavos r. sav.,Ruklos mstl.,Ruklio g.,55m2,3,2,1901,Brick,Solid fuel,Other,nan,10000
Klaipėda,Centras,Bangų g.,18m2,1,5,1980,Brick,Central,Fully,E,31600
Vilnius,Naujininkai,Kapsų g.,"44,2m2",2,4,1978,Brick,Central,Fully,nan,58000
Vilnius,Naujamiestis,Gerosios Vilties g.,45m2,2,5,1962,Block house,Central,Fully,nan,117800
Kaunas,Senamiestis,Druskininkų g.,46m2,2,3,2016,Brick,"Electric, gas",Fully,nan,185000
Kauno r. sav.,Noreikiškių k.,Šiltnamių g.,"46,61m2",1,1,1920,Brick,Electric,Fully,nan,41000
Kaunas,Šilainiai,Baltų pr.,"61,5m2",3,2,1989,Block house,Central,Fully,G,125000
Vilnius,Bajorai,Fizikų g.,"71,96m2",3,3,2008,Brick,Central thermostat,Fully,nan,185000
Kauno r. sav.,Poderiškių k.,Saulėgrąžų g.,42m2,3,1,2022,Carcass house,"Aerothermal, electric",Partial,nan,47499
Marijampolės m.,Mokolai,Kosmonautų g.,"49,99m2",2,5,1990,Block house,Central,Fully,nan,50000
Marijampolės m.,Mokolai,Kosmonautų g.,"52,08m2",2,1,1930,Brick,Solid fuel,Fully,D,18900
Vilnius,Šeškinė,Gelvonų g.,"35,76m2",1,2,1982,Block house,Central,Fully,nan,83000
Vilnius,Fabijoniškės,P. Žadeikos g.,"90,56m2",4,1,2004,Brick,Central thermostat,Fully,nan,197000
Vilnius,Fabijoniškės,P. Žadeikos g.,"46,33m2",2,2,1982,Brick,Central,Fully,A+,60000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,46m2,2,2,1973,Block house,Central,Not,nan,16000
Kaunas,Eiguliai,Ašigalio g.,"49,6m2",2,2,1986,Brick,Central,Fully,nan,73000
Kaunas,Eiguliai,Ašigalio g.,"53,71m2",2,4,1982,Block house,Central,Fully,nan,50000
Kauno r. sav.,Rinkūnų k.,Jiesios g.,42m2,2,1,1989,Brick,"Electric, solid fuel",Fully,nan,55500
Kauno r. sav.,Rinkūnų k.,Jiesios g.,"31,84m2",2,3,2022,Brick,Electric,Fully,B,189000
Raseinių r. sav.,Virgainių k.,Miškininkų g.,"54,52m2",2,1,1990,Brick,Solid fuel,Fully,nan,23000
Klaipėda,Centras,Laivų skg.,44m2,2,4,1963,Brick,Central,Fully,nan,108000
Vilnius,Burbiškės,Burbiškių g.,"76,37m2",3,3,2013,Brick,Gas,Fully,B,263000
Vilnius,Burbiškės,Burbiškių g.,"34,13m2",1,1,1983,Brick,Central,Fully,nan,80000
Vilnius,Naujamiestis,J. Basanavičiaus g.,"74,7m2",2,3,1930,Brick,Central,Fully,nan,373000
Vilnius,Naujoji Vilnia,Karklėnų g.,"69,44m2",3,8,2016,Brick,Central thermostat,Fully,nan,178000
Elektrėnų sav.,Vievio m.,Šviesos g.,"29,24m2",1,4,1988,Brick,"Central, electric",Fully,nan,55000
Kaunas,Žaliakalnis,Žemaičių g.,66m2,2,4,2022,Brick,Central thermostat,Fully,nan,165000
Kaunas,Eiguliai,Šiaurės pr.,68m2,4,11,1981,Block house,Central,Fully,nan,125000
Kaunas,Eiguliai,Šiaurės pr.,49m2,3,2,1965,Brick,"Central, solid fuel",Fully,nan,100000
Kaunas,Eiguliai,Šiaurės pr.,"46,53m2",2,2,1980,Block house,Central,Fully,nan,22500
Klaipėda,Vingis,Vingio g.,78m2,3,2,1989,Block house,Central,Fully,nan,85000
Vilnius,Lazdynėliai,Lazdynėlių g.,"39,96m2",1,4,2022,Brick,Central thermostat,Fully,A+,141000
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,52m2,2,4,1890,Brick,Central thermostat,Fully,nan,146000
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,"29,16m2",1,4,1977,Brick,Central,Fully,nan,29000
Vilnius,Senamiestis,Šiaulių g.,81m2,3,1,2009,Brick,Gas,Fully,nan,548000
Alytaus r. sav.,Venciūnų k.,Alyvų g.,47m2,2,2,1975,Brick,Solid fuel,Fully,nan,32000
Šilutės r. sav.,Traksėdžių k.,Šilojų g.,"42,71m2",2,1,1962,Brick,Central,Fully,nan,27500
Kaunas,Vilijampolė,Raudondvario pl.,"96,78m2",4,3,2023,Monolithic,Central thermostat,Partial,A++,338730
Vilnius,Naujamiestis,Panerių g.,17m2,1,4,1987,Brick,Electric,Fully,nan,74900
Klaipėda,Centras,Naujojo Sodo g.,100m2,3,2,2006,Monolithic,Central thermostat,Not,nan,218000
Vilnius,Šiaurės miestelis,J. Galvydžio g.,51m2,2,2,2008,Brick,Central,Fully,nan,163800
Vilnius,Šiaurės miestelis,J. Galvydžio g.,"40,63m2",2,2,1963,Brick,"Aerothermal, solid fuel",Fully,nan,28500
Kaunas,Žaliakalnis,Kalniečių g.,46m2,2,3,1986,Brick,Central,Fully,nan,71000
Vilnius,Lazdynai,Architektų g.,"63,34m2",4,6,1974,Block house,Central,Fully,nan,112800
Šiauliai,Centras,Dubijos g.,"44,37m2",2,2,1970,Block house,Central,Partial,nan,44000
Šiauliai,Centras,Dubijos g.,65m2,3,5,1969,Brick,Central,Fully,nan,62000
Šiauliai,Centras,Dubijos g.,57m2,2,3,1992,Brick,Gas,Fully,A,69999
Šiauliai,Šimšė,Vilniaus g.,"50,93m2",2,3,1979,Brick,Central,Fully,nan,70000
Vilnius,Šnipiškės,Kernavės g.,"92,84m2",4,5,2022,Brick,Central,Fully,A++,355000
Vilnius,Pašilaičiai,Sviliškių g.,"38,83m2",2,5,2018,Brick,"Central, electric, central thermostat",Fully,A++,140000
Šiauliai,Centras,Trakų g.,43m2,2,1,1965,Brick,Central,Fully,nan,58000
Utenos m.,Dauniškis,Vaižganto g.,63m2,3,3,1973,Block house,Central,Fully,nan,88000
Šiauliai,Centras,Dubijos g.,"61,25m2",3,3,1970,Block house,Central,Fully,nan,78000
Šiauliai,Centras,Dubijos g.,"72,52m2",2,2,2014,Brick,Central thermostat,Fully,nan,160000
Šiauliai,Centras,Dubijos g.,"33,01m2",1,5,1983,Block house,Central,Partial,nan,28000
Šiauliai,Centras,Dubijos g.,49m2,2,3,1978,Brick,Central,Fully,nan,25000
Šiauliai,Centras,Dubijos g.,"50,26m2",2,9,1981,Block house,Central,Fully,nan,48000
Kaunas,Kalniečiai,Kalniečių g.,"31,79m2",1,3,1987,Brick,Central,Fully,nan,54000
Vilnius,Užupis,Krivių g.,97m2,3,2,1980,Brick,"Central thermostat, solid fuel",Fully,nan,440000
Vilnius,Užupis,Krivių g.,"66,58m2",3,4,1975,Brick,Central,Fully,C,66500
Kaunas,Romainiai,Girios g.,53m2,2,3,2022,Brick,Aerothermal,Fully,nan,105000
Vilnius,Lazdynėliai,Lazdynėlių g.,"61,8m2",3,4,2021,Brick,Central thermostat,Fully,A,230000
Panevėžio r. sav.,Krekenavos mstl.,Sporto g.,54m2,2,1,1989,Block house,Central,Partial,nan,22900
Kaunas,Žaliakalnis,Savanorių pr.,"48,41m2",2,10,2004,Brick,Central thermostat,Fully,nan,110000
Panevėžio r. sav.,Krekenavos mstl.,Sporto g.,54m2,2,1,1989,Block house,Central,Partial,nan,22900
Kaunas,Žaliakalnis,Savanorių pr.,"48,41m2",2,10,2004,Brick,Central thermostat,Fully,nan,110000
Akmenės r. sav.,Naujosios Akmenės m.,Ramučių g.,"64,43m2",3,4,1992,Block house,Central,Fully,nan,22500
Vilnius,Justiniškės,Rygos g.,75m2,3,4,2008,Brick,Central thermostat,Fully,nan,243192
Kaunas,Vilijampolė,Neries krant.,"44,36m2",2,1,1964,Block house,Central,Fully,nan,68500
Kaunas,Vilijampolė,Neries krant.,43m2,2,1,2023,Brick,"Central, electric, central thermostat",Partial,nan,83850
Vilnius,Baltupiai,Kalvarijų g.,34m2,2,3,2021,Monolithic,Central thermostat,Fully,nan,105000
Klaipėda,Miškas,Kretingos g.,71m2,3,12,1981,Brick,Central,Fully,nan,115000
Kaunas,Šilainiai,Kuršių g.,50m2,2,9,1987,Block house,Central,Fully,nan,81000
Panevėžys,Klaipėdos,Parko g.,"50,95m2",3,4,1976,Block house,Central,Fully,nan,59000
Pasvalio r. sav.,Narteikių k.,Darželio g.,35m2,2,4,1970,Brick,Central,Fully,nan,5200
Vilnius,Šnipiškės,Šatrijos g.,"54,5m2",2,2,2023,Block house,Central thermostat,Partial,A+,184000
Vilnius,Šnipiškės,Šatrijos g.,"64,9m2",3,3,1984,Brick,Central,Fully,A+,45000
Kaunas,Rokai,Baltaragio g.,64m2,3,4,1990,Brick,Central,Fully,nan,97500
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,"33,03m2",1,5,1975,Block house,Central,Fully,nan,10000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,"48,93m2",2,4,1967,Brick,Central,Fully,nan,61000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,50m2,2,4,1986,Block house,Central,Fully,nan,47000
Vilnius,Antakalnis,Žolyno g.,"25,21m2",1,3,1981,Brick,Central,Fully,nan,52000
Alytus,Vidzgiris,Kaštonų g.,64m2,3,2,1978,Block house,"Central, electric",Fully,nan,58000
Alytus,Vidzgiris,Kaštonų g.,"41,91m2",2,1,1978,Block house,Central,Fully,nan,47000
Vilnius,Markučiai,Pakraščio g.,"45,44m2",2,1,2023,Brick,Central thermostat,Partial,A+,145000
Vilnius,Markučiai,Pakraščio g.,"50,56m2",2,1,1974,Brick,Central,Fully,nan,52000
Vilnius,Markučiai,Pakraščio g.,"51,37m2",2,3,1977,Brick,Central,Not,nan,27000
Vilnius,Markučiai,Pakraščio g.,36m2,1,2,1988,Block house,Central thermostat,Partial,nan,61000
Vilnius,Žirmūnai,Žirmūnų g.,"30,39m2",1,3,1965,Block house,Central,Fully,nan,95500
Kaunas,Dainava,K. Baršausko g.,17m2,1,2,1962,Brick,Central,Fully,nan,29000
Vilnius,Naujamiestis,M. K. Čiurlionio g.,"17,5m2",1,2,1977,Brick,Central,Fully,nan,53700
Kaunas,Kalniečiai,Savanorių pr.,19m2,1,4,1975,Brick,Central,Fully,nan,32700
Kaunas,Kalniečiai,Savanorių pr.,"15,02m2",1,2,1990,Brick,Electric,Fully,nan,119000
Kauno r. sav.,Garliavos m.,Vasario 16-osios g.,"53,48m2",2,1,1994,Block house,Central,Fully,nan,105000
Vilnius,Markučiai,Subačiaus g.,"42,84m2",2,7,1987,Brick,Central,Fully,nan,85000
Vilnius,Markučiai,Subačiaus g.,33m2,1,4,1977,Brick,Central,Fully,nan,29000
Vilnius,Lazdynėliai,Žaibo g.,42m2,2,3,2022,Brick,Central thermostat,Partial,A,125000
Vilnius,Lazdynėliai,Žaibo g.,35m2,2,3,1968,Brick,Central,Fully,nan,42000
Alytus,Putinai,Putinų g.,"33,15m2",1,5,1974,Block house,Central,Fully,nan,47500
Alytus,Putinai,Putinų g.,"50,6m2",2,9,1988,Brick,Central,Fully,nan,52900
Trakų r. sav.,Rūdiškių m.,Pietų g.,"40,5m2",2,1,1970,Other,Solid fuel,Fully,nan,39800
Radviliškio r. sav.,Baisogalos mstl.,Taikos g.,"86,9m2",4,2,1979,Brick,Central,Fully,nan,26000
Radviliškio r. sav.,Baisogalos mstl.,Taikos g.,"50,55m2",2,5,1980,Block house,Central,Fully,nan,36900
Zarasų r. sav.,Užtiltės k.,Žirgų g.,86m2,4,2,1987,Brick,Central,Fully,nan,10000
Zarasų r. sav.,Užtiltės k.,Žirgų g.,51m2,2,3,1991,Block house,Central,Fully,nan,58000
Zarasų r. sav.,Užtiltės k.,Žirgų g.,"51,58m2",2,6,1981,Block house,Central,Fully,nan,55000
Vilnius,Baltupiai,Didlaukio g.,64m2,3,3,1978,Block house,Central,Fully,nan,136000
Vilnius,Pašilaičiai,Medeinos g.,"66,55m2",3,1,1986,Monolithic,Central,Fully,nan,148000
Vilnius,Pašilaičiai,Medeinos g.,"65,7m2",3,6,1992,Brick,Central,Fully,nan,78000
Vilnius,Pašilaičiai,Medeinos g.,"50,5m2",3,2,2020,Brick,Electric,Fully,nan,353500
Vilnius,Viršuliškės,Viršuliškių g.,33m2,1,7,1977,Block house,Central,Fully,nan,80000
Vilnius,Karoliniškės,Sausio 13-osios g.,"34,4m2",1,2,1973,Block house,Central,Fully,nan,68000
Vilnius,Karoliniškės,Sausio 13-osios g.,"66,52m2",3,5,1987,Block house,Central,Fully,nan,29000
Vilnius,Karoliniškės,Sausio 13-osios g.,52m2,2,1,1981,Brick,Central,Fully,nan,63000
Panevėžys,Žemaičiai,Staniūnų g.,"34,23m2",1,4,1977,Brick,Central,Fully,nan,27600
Vilnius,Antakalnis,M. K. Paco g.,"146,5m2",4,1,2002,Brick,Gas,Fully,nan,430000
Vilnius,Antakalnis,M. K. Paco g.,"55,89m2",2,1,1978,Brick,Central thermostat,Partial,nan,32500
Vilnius,Antakalnis,M. K. Paco g.,49m2,2,4,1879,Brick,Central,Fully,nan,49500
Vilnius,Antakalnis,M. K. Paco g.,"33,2m2",1,2,1979,Block house,Central,Fully,nan,42750
Vilnius,Fabijoniškės,S. Stanevičiaus g.,44m2,2,3,1988,Block house,Central,Fully,nan,98800
Vilnius,Santariškės,Dangeručio g.,59m2,3,4,2021,Brick,"Electric, aerothermal",Fully,A++,198000
Vilnius,Pašilaičiai,Laisvės pr.,38m2,1,5,1997,Brick,Central thermostat,Fully,nan,102000
Vilnius,Senamiestis,Savičiaus g.,"75,73m2",3,2,1940,Brick,"Central thermostat, aerothermal",Fully,nan,415000
Klaipėda,Smeltė,Minijos g.,73m2,3,4,2010,Brick,Central thermostat,Fully,nan,153000
Ukmergės r. sav.,Šventupės k.,Darbo g.,"78,63m2",4,1,1981,Block house,Central,Fully,nan,31000
Kaunas,Vilijampolė,K. Griniaus g.,45m2,2,2,1963,Block house,Central,Fully,nan,61000
Vilnius,Šnipiškės,Linkmenų g.,"59,06m2",3,1,2020,Brick,Central,Fully,A+,265000
Vilnius,Pilaitė,M. Jankaus g.,"83,81m2",3,5,2006,Brick,Central thermostat,Fully,nan,219000
Kaunas,Žaliakalnis,A. Baranausko g.,34m2,1,2,1986,Brick,Central,Fully,nan,63000
Kaunas,Žaliakalnis,A. Baranausko g.,56m2,3,2,1968,Brick,Central,Fully,nan,45000
Vilnius,Paupys,Aukštaičių g.,66m2,3,2,2021,Brick,Central thermostat,Fully,nan,419000
Vilnius,Naujamiestis,Panerių g.,27m2,1,8,1982,Brick,Central,Fully,nan,65500
Vilnius,Senamiestis,Pamėnkalnio g.,40m2,3,1,1886,Brick,"Electric, solid fuel",Fully,nan,150000
Ignalinos r. sav.,Didžiasalio k.,Karalyčios g.,61m2,3,1,1980,Block house,Central,Fully,nan,10000
Ignalinos r. sav.,Didžiasalio k.,Karalyčios g.,43m2,2,1,1960,Brick,Gas,Fully,B,62000
Kaunas,Dainava,Savanorių pr.,30m2,2,3,1975,Brick,Central,Fully,nan,45900
Kaunas,Dainava,Savanorių pr.,34m2,2,5,2005,Brick,Electric,Fully,nan,159000
Kaunas,Dainava,Savanorių pr.,"47,15m2",2,1,1968,Brick,Aerothermal,Fully,nan,55000
Klaipėda,Alksnynė,Rambyno g.,17m2,1,3,1985,Brick,Central,Not,nan,19900
Vilnius,Justiniškės,Taikos g.,"35,09m2",1,1,1984,Block house,Central,Fully,nan,87650
Panevėžys,Klaipėdos,F. Vaitkaus g.,"44,54m2",2,1,1971,Block house,Central,Fully,nan,45000
Švenčionių r. sav.,Pabradės m.,Vilniaus g.,"44,26m2",2,5,1964,Brick,Central,Fully,nan,60000
Klaipėda,Senamiestis,Turgaus g.,"52,48m2",3,3,1951,Brick,Central,Fully,nan,295000
Klaipėda,Šauliai,Ragainės g.,"42,24m2",2,3,2018,Brick,Central,Fully,A,99999
Vilnius,Fabijoniškės,Salomėjos Nėries g.,"56,6m2",2,2,2005,Brick,"Central, electric, solid fuel",Fully,nan,125000
Vilnius,Pašilaičiai,Gabijos g.,"39,39m2",1,2,2003,Brick,Electric,Fully,nan,120000
Kaunas,Eiguliai,Šiaurės pr.,61m2,3,6,1983,Block house,Central,Fully,nan,119999
Vilnius,Fabijoniškės,Salomėjos Nėries g.,54m2,2,11,2005,Brick,Central thermostat,Fully,nan,128000
Vilnius,Antakalnis,Šilo g.,117m2,4,2,1982,Brick,Central,Fully,nan,397800
Vilnius,Šiaurės miestelis,Žygio g.,"80,34m2",3,8,2009,Brick,"Electric, central thermostat",Fully,nan,279000
Panevėžys,Tulpės,Tulpių g.,"47,87m2",2,2,1968,Block house,Central,Fully,nan,43000
Šalčininkų r. sav.,Baltosios Vokės m.,Vilniaus g.,"45,57m2",2,1,1988,Brick,"Electric, solid fuel",Fully,nan,45000
Vilnius,Markučiai,Pakraščio g.,"45,15m2",2,4,2023,Brick,Central thermostat,Partial,A+,159000
Palanga,Šventoji,Mėguvos g.,"22,49m2",2,3,1986,Brick,Electric,Fully,nan,57999
Palanga,Šventoji,Mėguvos g.,"49,97m2",2,2,1989,Block house,Central,Fully,nan,50000
Alytus,Vidzgiris,Volungės g.,"49,23m2",2,5,1988,Block house,Central,Fully,nan,62000
Alytus,Vidzgiris,Volungės g.,"50,5m2",2,5,1989,Brick,Central,Other,nan,44000
Alytus,Vidzgiris,Volungės g.,"51,8m2",2,1,1950,Brick,Solid fuel,Fully,nan,16000
Vilnius,Žirmūnai,Žirmūnų g.,"43,67m2",2,2,1967,Block house,Central,Fully,nan,129000
Vilnius,Fabijoniškės,S. Stanevičiaus g.,28m2,1,5,1985,Block house,Central,Fully,nan,67990
Vilnius,Šnipiškės,Kintų g.,25m2,1,3,2022,Brick,Central thermostat,Fully,nan,129000
Vilnius,Šnipiškės,Kintų g.,"67,8m2",4,5,1969,Brick,Central,Fully,nan,78000
Panevėžys,Žemaičiai,Staniūnų g.,35m2,1,3,1976,Brick,Central,Fully,nan,22900
Panevėžys,Žemaičiai,Staniūnų g.,54m2,2,3,2003,Block house,Gas,Fully,nan,238000
Šiauliai,Lieporiai,Lieporių g.,"52,5m2",2,1,1969,Block house,"Central, electric",Fully,nan,72500
Anykščių r. sav.,Svirnų II k.,Kalno g.,40m2,2,1,1985,Brick,Solid fuel,Fully,nan,14500
Alytus,Likiškėliai,Likiškėlių g.,"68,32m2",3,2,1990,Block house,Central,Fully,nan,67499
Alytus,Likiškėliai,Likiškėlių g.,27m2,1,1,1976,Brick,Central,Partial,nan,5000
Alytus,Likiškėliai,Likiškėlių g.,35m2,2,2,1936,Wooden house,Solid fuel,Not,nan,13500
Kaunas,Dainava,Partizanų g.,"33,47m2",1,5,1974,Block house,Central,Fully,nan,57000
