City,District,Street,Area,Rooms,Floor,Year,Building Type,Heating,Furnishing,Price
Vilnius,Grigiškės,Šviesos g.,67.0,3,1,1992,Block house,Central thermostat,Fully,111000
Vilnius,Žirmūnai,Kareivių g.,56.85,2,1,1977,Brick,Central,Fully,107000
Vilnius,Pilaitė,Tolminkiemio g.,53.0,3,4,2022,Brick,Central thermostat,Partial,147022
Vilnius,Pilaitė,Tolminkiemio g.,91.77,3,1,2022,Brick,Aerothermal,Partial,229000
Vilnius,Senamiestis,J. Basanavičiaus g.,43.0,2,1,1940,Brick,Central,Fully,199000
Vilnius,Naujininkai,Eišiškių pl.,42.0,2,4,2018,Brick,Central thermostat,Fully,130000
Vilnius,Paupys,Aukštaičių g.,64.11,3,3,2022,Brick,Central thermostat,Partial,299800
Kaunas,Centras,Vytauto pr.,60.1,2,2,1931,Brick,Central,Fully,139000
Vilnius,Senamiestis,J. Basanavičiaus g.,84.18,2,1,2022,Brick,Central thermostat,Partial,505080
Kaunas,Vilijampolė,Bajorų g.,54.5,3,2,1962,Brick,Central,Fully,75000
Kaunas,Vilijampolė,Bajorų g.,44.0,2,4,2018,Brick,Electric,Fully,172000
Kaunas,Eiguliai,S. Žukausko g.,50.8,2,7,1979,Block house,Central,Fully,85000
Vilnius,Jeruzalė,Mokyklos g.,112.0,4,3,2002,Brick,Gas,Fully,249900
Vilnius,Šiaurės miestelis,Žygio g.,39.45,1,1,2007,Brick,Central thermostat,Fully,135000
Vilnius,Antakalnis,Švyturio g.,58.32,3,3,1962,Block house,Central,Fully,125000
Vilnius,Vilkpėdė,Vilkpėdės g.,40.97,2,2,2006,Brick,Central thermostat,Fully,148000
Vilnius,Naujininkai,Dzūkų g.,64.98,3,2,1955,Brick,Gas,Fully,110000
Vilnius,Naujamiestis,Vilkpėdės g.,40.97,2,2,2006,Brick,Central thermostat,Fully,148000
Kaunas,Dainava,Partizanų g.,43.98,2,1,1971,Block house,Central,Fully,62500
Kaunas,Dainava,Partizanų g.,26.31,1,2,2023,Brick,Aerothermal,Fully,69950
Vilnius,Pilaitė,Vydūno g.,36.0,1,6,1992,Block house,Central,Fully,79900
Vilnius,Žvėrynas,Stirnų g.,55.69,3,3,2018,Brick,Central,Fully,260000
Kaunas,Eiguliai,Ukmergės g.,72.29,3,6,1993,Monolithic,Central,Fully,109500
Kaunas,Centras,E. Ožeškienės g.,77.0,3,2,1928,Brick,Central,Fully,199000
Kaunas,Centras,E. Ožeškienės g.,50.46,2,4,2018,Monolithic,Central thermostat,Fully,156000
Kaunas,Centras,E. Ožeškienės g.,50.58,2,6,1982,Brick,Central,Fully,67000
Kaunas,Dainava,Kovo 11-osios g.,44.35,2,2,1968,Block house,Central,Fully,89000
Vilnius,Pilaitė,Sidaronių g.,60.03,3,2,2019,Brick,Central thermostat,Fully,189900
Vilnius,Bajorai,Bajorų kel.,26.97,1,3,2022,Brick,Central thermostat,Partial,85000
Vilnius,Bajorai,Bajorų kel.,25.85,1,1,2023,Brick,Central thermostat,Partial,75000
Vilnius,Justiniškės,Mozūriškių g.,59.47,3,1,2023,Brick,Aerothermal,Partial,189000
Kaunas,Žaliakalnis,Žuvinto g.,54.83,2,1,2008,Brick,Central thermostat,Fully,189999
Vilnius,Baltupiai,Ozo g.,47.0,2,6,2022,Block house,Central thermostat,Fully,189500
Klaipėda,Miškas,Kretingos g.,55.0,3,5,1968,Brick,Central thermostat,Fully,82300
Vilnius,Naujamiestis,Vytenio g.,39.57,2,2,2023,Brick,Central thermostat,Partial,178200
Vilnius,Naujamiestis,Vytenio g.,43.42,2,3,2023,Brick,Central thermostat,Partial,186700
Biržų r. sav.,Vabalninko m.,B. Sruogos g.,82.04,3,2,1989,Brick,"Central, solid fuel",Partial,18900
Vilnius,Naujoji Vilnia,Pramonės g.,21.5,1,3,1981,Block house,Electric,Fully,38500
Vilnius,Baltupiai,Juozo Balčikonio g.,50.21,2,1,2012,Brick,Central thermostat,Fully,175000
Vilnius,Baltupiai,Juozo Balčikonio g.,109.95,4,1,2019,Brick,Gas,Fully,560000
Vilnius,Šnipiškės,Kernavės g.,83.0,4,5,2022,Brick,Central thermostat,Partial,255000
Vilnius,Šnipiškės,Daugėliškio g.,52.24,3,7,2022,Brick,Central thermostat,Partial,200000
Vilnius,Šnipiškės,Daugėliškio g.,40.05,1,1,2015,Monolithic,Central thermostat,Fully,124000
Vilnius,Šnipiškės,Daugėliškio g.,110.02,4,1,1936,Wooden house,Solid fuel,Partial,117000
Vilnius,Šnipiškės,Žalgirio g.,38.27,2,2,2016,Brick,Central thermostat,Fully,169900
Vilnius,Šnipiškės,Žalgirio g.,40.0,2,1,2023,Brick,Aerothermal,Partial,96000
Vilnius,Šnipiškės,Žalgirio g.,39.0,2,2,2023,Brick,Aerothermal,Partial,92500
Vilnius,Šnipiškės,Žalgirio g.,39.0,2,2,2022,Brick,Aerothermal,Partial,93600
Vilnius,Šnipiškės,Žalgirio g.,54.49,2,1,1987,Block house,Central,Fully,65800
Panevėžys,Žemaičiai,Žemaičių g.,63.86,3,2,2022,Brick,Central thermostat,Partial,102500
Vilnius,Senamiestis,A. Stulginskio g.,105.23,4,3,1954,Brick,Central,Fully,315000
Vilnius,Senamiestis,A. Stulginskio g.,34.6,2,1,2023,Brick,Geothermal,Fully,237010
Vilnius,Senamiestis,A. Stulginskio g.,50.0,2,7,1986,Block house,Central,Fully,50000
Vilnius,Visoriai,Visorių g.,90.1,4,2,2023,Brick,Central thermostat,Partial,232638
Vilnius,Bajorai,Salaspilio g.,76.72,4,1,2023,Brick,Gas,Partial,196096
Vilnius,Šeškinė,Dūkštų g.,28.0,1,1,1986,Block house,Central,Fully,69990
Vilnius,Šeškinė,Ozo g.,39.0,2,4,2021,Brick,Central thermostat,Fully,169900
Kauno r. sav.,Giraitės k.,Azalijų g.,60.7,3,2,2021,Brick,Gas,Fully,141500
Kauno r. sav.,Giraitės k.,Azalijų g.,38.01,2,2,2022,Brick,Gas,Fully,209000
Klaipėda,Centras,Gintaro g.,34.65,1,5,1987,Brick,Central,Fully,59000
Vilnius,Justiniškės,Taikos g.,61.47,3,6,1983,Block house,Central,Fully,117000
Kaunas,Žaliakalnis,Šimkaičių g.,53.0,2,1,2022,Brick,Gas,Partial,158000
Šiauliai,Zokniai,Radviliškio g.,55.29,2,5,1973,Brick,Central,Fully,56500
Šiauliai,Zokniai,Radviliškio g.,59.04,3,5,1963,Block house,Central,Fully,70000
Vilnius,Vilkpėdė,Titnago g.,38.01,2,2,2020,Brick,Electric,Fully,95000
Vilnius,Vilkpėdė,Titnago g.,43.09,2,4,1969,Brick,Central,Fully,33000
Vilnius,Šeškinė,Šeškinės g.,35.33,1,4,1979,Block house,Central,Fully,75000
Kaunas,Žaliakalnis,Jonavos g.,41.86,2,1,1976,Brick,Central,Fully,65000
Vilnius,Karoliniškės,Laisvės pr.,48.6,2,10,1975,Block house,Central,Fully,89000
Vilnius,Šnipiškės,Konstitucijos pr.,100.6,3,4,2005,Monolithic,Central thermostat,Fully,380000
Vilnius,Vilkpėdė,Savanorių pr.,33.65,1,4,1976,Brick,Central,Fully,65000
Klaipėda,Giruliai,Litorinos g.,58.85,3,1,2022,Brick,Gas,Partial,341330
Vilnius,Kalnėnai,Azerų g.,86.64,4,1,2022,Brick,"Aerothermal, gas",Partial,159900
Vilnius,Pilaitė,Vorupės g.,90.0,4,1,2022,Brick,"Aerothermal, gas",Partial,168000
Vilnius,Pilaitė,Vorupės g.,35.41,2,3,2022,Brick,Electric,Fully,245000
Vilnius,Pilaitė,Vorupės g.,50.62,2,1,2023,Monolithic,Central thermostat,Partial,145000
Vilnius,Žirmūnai,Žirmūnų g.,86.31,4,5,2001,Brick,Central thermostat,Fully,212500
Vilnius,Antakalnis,Naujakurių g.,40.0,3,1,2023,Other,Electric,Fully,192000
Vilnius,Senamiestis,Gedimino pr.,131.0,4,4,1940,Brick,Geothermal,Fully,668000
Vilnius,Šeškinė,Ukmergės g.,50.0,2,4,1981,Block house,Central,Fully,126000
Klaipėda,Mažasis kaimelis,Panevėžio g.,60.77,3,2,1979,Block house,Central,Fully,115000
Kretingos r. sav.,Kluonalių k.,Aisčių g.,80.0,4,1,2021,Brick,"Gas, other",Partial,104000
Kretingos r. sav.,Kluonalių k.,Aisčių g.,62.0,2,1,2001,Block house,Electric,Fully,285000
Vilnius,Šeškinė,Paberžės g.,35.36,1,4,1981,Block house,Central,Fully,89500
Panevėžys,Molainiai,Molainių g.,36.08,1,1,1985,Block house,Central,Fully,58900
Kauno r. sav.,Garliavos m.,Stasio Lozoraičio g.,38.17,1,2,1992,Brick,Central,Fully,40000
Klaipėda,Melnragė,Molo g.,77.28,3,1,2004,Brick,Gas,Fully,169800
Kaunas,Dainava,Savanorių pr.,80.0,4,4,1972,Brick,Central,Fully,109600
Kaunas,Dainava,Savanorių pr.,40.44,2,1,2022,Brick,Aerothermal,Partial,120000
Vilnius,Senamiestis,Tilto g.,174.0,7,1,1940,Brick,Gas,Fully,659000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,47.45,2,3,1970,Block house,Central,Fully,29000
Vilnius,Žvėrynas,Sėlių g.,57.0,2,3,2004,Brick,Central thermostat,Fully,199000
Klaipėda,Kaunas,Kauno g.,47.0,2,5,1966,Brick,Central thermostat,Fully,92000
Vilnius,Naujamiestis,Skroblų g.,70.83,3,1,2022,Monolithic,Central thermostat,Partial,189000
Vilnius,Pilaitė,Gilužio g.,62.0,3,2,2022,Brick,Gas,Fully,210000
Vilnius,Grigiškės,Pašto g.,54.63,2,1,1953,Brick,Central,Fully,92000
Vilnius,Pašilaičiai,Perkūnkiemio g.,80.0,3,5,2008,Brick,Central thermostat,Fully,169999
Vilnius,Senamiestis,Sodų g.,32.81,1,2,2021,Brick,Central thermostat,Fully,170000
Kaunas,Aleksotas,K. Dulksnio g.,63.17,3,3,2023,Brick,Aerothermal,Partial,107389
Kaunas,Aleksotas,K. Dulksnio g.,41.7,2,1,2023,Brick,Aerothermal,Partial,87570
Vilnius,Pašilaičiai,Pavilnionių g.,44.45,2,3,2023,Brick,Central thermostat,Partial,115570
Vilnius,Pašilaičiai,Pavilnionių g.,32.86,1,3,2023,Brick,Central thermostat,Partial,90400
Alytus,Putinai,Kalniškės g.,35.0,2,4,1979,Block house,Central,Fully,21000
Alytus,Putinai,Kalniškės g.,45.0,2,4,1970,Block house,Central,Fully,50000
Klaipėda,Debrecenas,Debreceno g.,67.85,3,1,1972,Brick,Central,Partial,69500
Kaunas,Eiguliai,Sukilėlių pr.,170.0,4,13,2006,Brick,"Central thermostat, other",Fully,390000
Vilnius,Lazdynėliai,Šalnos g.,14.47,1,1,1993,Monolithic,"Central, central thermostat",Not,38000
Kaunas,Amaliai,A. Baltūsio-Žvejo g.,45.0,1,4,1988,Block house,Central,Fully,89000
Vilnius,Karoliniškės,Vytauto Vaitkaus g.,46.0,2,5,1974,Block house,Central,Fully,125000
Vilnius,Fabijoniškės,S. Stanevičiaus g.,66.84,3,8,1990,Block house,Central,Fully,110000
Vilnius,Šnipiškės,Linkmenų g.,47.23,2,6,2022,Block house,Central thermostat,Partial,192000
Vilnius,Pilaitė,Tolminkiemio g.,35.17,2,2,2022,Brick,Central thermostat,Partial,93000
Kaunas,Žaliakalnis,Lietuvių g.,71.59,3,1,2022,Brick,Central thermostat,Partial,159000
Palanga,Šventoji,Mokyklos g.,45.24,2,2,2022,Brick,Electric,Partial,99528
Vilnius,Lazdynėliai,Lazdynėlių g.,73.3,3,4,2018,Other,Gas,Fully,210000
Vilnius,Žirmūnai,Apkasų g.,61.06,3,7,1979,Block house,Central,Fully,138000
Vilnius,Žirmūnai,Rinktinės g.,63.77,3,1,1976,Block house,Central,Fully,120000
Panevėžio r. sav.,Miežiškių mstl.,Nevėžio g.,58.04,3,2,1966,Brick,Gas,Fully,39900
Šiauliai,Centras,Dvaro g.,145.0,6,3,1947,Brick,Gas,Fully,230000
Šiauliai,Centras,Dvaro g.,43.98,2,2,1964,Block house,Central,Fully,51500
Klaipėda,Giruliai,Litorinos g.,64.75,3,2,2022,Brick,Gas,Partial,375550
Vilnius,Žirmūnai,Žirmūnų g.,50.96,2,5,1980,Block house,Central,Fully,99000
Šiauliai,Lieporiai,Tilžės g.,35.0,2,5,1972,Brick,Central,Fully,37500
Šiauliai,Lieporiai,Tilžės g.,46.09,2,3,1969,Block house,Central,Fully,60000
Šiauliai,Centras,J. Basanavičiaus g.,95.0,4,2,1959,Brick,"Gas, sun energy",Fully,105000
Kaunas,Centras,Vytauto pr.,39.37,2,3,1930,Brick,Central,Partial,89999
Kaunas,Centras,Vytauto pr.,43.52,2,3,1930,Brick,Central,Partial,94500
Klaipėda,Žardininkai,Žardininkų g.,47.0,2,3,1976,Block house,Central,Fully,85000
Klaipėda,Žardininkai,Žardininkų g.,65.0,3,4,1974,Brick,Central,Fully,70000
Klaipėda,Žvejybos uostas,Kalnupės g.,65.76,3,3,1993,Brick,Central,Fully,82000
Kaunas,Šilainiai,Girios g.,54.17,3,3,2023,Brick,Central thermostat,Partial,124591
Kaunas,Šilainiai,Girios g.,69.01,3,4,2023,Monolithic,Central thermostat,Partial,248400
Klaipėda,Vėtrungė,Kuosų g.,87.0,3,17,2009,Monolithic,Central thermostat,Fully,164900
Klaipėda,Mažasis kaimelis,Kretingos g.,38.0,2,1,1965,Brick,Central thermostat,Fully,74999
Šiauliai,Žaliūkiai,Paukščių tak.,88.05,3,5,2006,Brick,Gas,Fully,146000
Šiauliai,Žaliūkiai,Paukščių tak.,46.0,2,1,1987,Brick,Central,Not,21900
Palanga,Šventoji,Mokyklos g.,37.64,1,3,1991,Brick,Electric,Fully,74000
Palanga,Šventoji,Mokyklos g.,44.32,2,4,1990,Brick,Central,Fully,88000
Palanga,Šventoji,Mokyklos g.,64.0,3,5,1991,Block house,Central,Fully,52000
Vilnius,Naujamiestis,Algirdo g.,36.82,2,2,2023,Brick,Central thermostat,Partial,160428
Vilnius,Naujamiestis,Algirdo g.,56.32,3,3,2023,Brick,Central thermostat,Partial,275900
Vilnius,Kalnėnai,Azerų g.,80.0,3,1,2023,Brick,"Aerothermal, gas",Partial,148000
Vilnius,Senamiestis,Gedimino pr.,73.9,3,3,1940,Brick,Central,Fully,328000
Vilnius,Senamiestis,Gedimino pr.,50.22,2,2,1985,Block house,Central,Fully,59000
Vilnius,Markučiai,Manufaktūrų g.,73.75,3,2,2019,Brick,Central thermostat,Fully,315000
Vilnius,Paupys,Manufaktūrų g.,73.75,3,2,2019,Brick,Central thermostat,Fully,315000
Vilnius,Užupis,Manufaktūrų g.,73.75,3,2,2019,Brick,Central thermostat,Fully,315000
Vilnius,Užupis,Manufaktūrų g.,44.06,2,2,2022,Monolithic,Central thermostat,Partial,149500
Vilnius,Kalnėnai,Azerų g.,78.0,3,1,2022,Brick,Gas,Fully,256000
Šiauliai,Dainiai,Dainų g.,64.35,3,1,1980,Block house,Central,Fully,75000
Šiauliai,Dainiai,Dainų g.,63.82,3,4,1978,Block house,Central,Fully,70000
Vilnius,Senamiestis,Ligoninės g.,53.38,2,2,1958,Brick,Central,Fully,225000
Vilnius,Naujininkai,Rudaminos g.,64.0,3,5,1983,Brick,Central,Fully,130000
Vilnius,Pašilaičiai,Pavilnionių g.,56.52,2,1,2018,Brick,Central thermostat,Fully,175000
Šiauliai,Medelynas,Birutės g.,39.0,2,5,1997,Brick,Central,Fully,59999
Panevėžys,Tulpės,Tulpių g.,49.0,2,4,1988,Brick,Central,Fully,65000
Panevėžys,Centras,J. Basanavičiaus g.,44.71,2,5,1966,Block house,Central,Fully,38900
Vilnius,Burbiškės,Burbiškių g.,51.49,2,2,2022,Brick,Gas,Partial,173460
Vilnius,Naujininkai,Kapsų g.,61.44,3,4,2023,Monolithic,Central thermostat,Partial,199500
Kaunas,Centras,Maironio g.,56.0,3,3,1936,Brick,"Gas, other",Fully,269000
Klaipėda,Giruliai,Litorinos g.,58.45,3,2,2022,Brick,Gas,Partial,327320
Kaunas,Centras,Parodos g.,87.69,2,4,1933,Brick,Central,Other,94000
Vilnius,Antakalnis,Antakalnio g.,82.0,3,4,2000,Brick,Central thermostat,Fully,297000
Kaunas,Panemunė,A. Smetonos al.,73.99,3,2,1926,Log house,Gas,Fully,148000
Kaunas,Dainava,Pašilės g.,44.17,2,4,1969,Block house,Central,Fully,68999
Vilnius,Naujamiestis,M. K. Čiurlionio g.,59.58,2,2,2017,Brick,Central thermostat,Fully,299000
Kaunas,Šilainiai,Žaibo g.,150.0,4,8,2022,Monolithic,Central thermostat,Partial,210000
Vilnius,Burbiškės,Burbiškių g.,56.0,3,3,2022,Brick,Gas,Fully,299000
Vilnius,Šnipiškės,Šatrijos g.,40.63,2,3,2022,Brick,Central thermostat,Partial,158500
Vilnius,Šnipiškės,Šatrijos g.,89.3,4,2,2022,Brick,Central thermostat,Partial,313000
Vilnius,Šnipiškės,Giedraičių g.,55.37,3,2,2021,Brick,Central thermostat,Partial,204000
Vilnius,Kalnėnai,Lyvių g.,59.0,3,1,2022,Brick,Aerothermal,Partial,146900
Vilnius,Kalnėnai,Lyvių g.,76.0,4,1,2022,Brick,Aerothermal,Partial,164600
Vilnius,Kalnėnai,Lyvių g.,56.0,3,1,2022,Brick,Other,Partial,120990
Vilnius,Kalnėnai,Lyvių g.,76.0,3,1,2022,Brick,Aerothermal,Partial,164600
Kauno r. sav.,Noreikiškių k.,Maumedžių g.,65.0,3,2,2023,Brick,Gas,Partial,129000
Kaunas,Žaliakalnis,Žemaičių g.,51.48,2,4,2020,Brick,Central thermostat,Partial,77400
Kaunas,Žaliakalnis,Žemaičių g.,32.04,1,2,2022,Brick,Central thermostat,Partial,67470
Kaunas,Centras,Laisvės al.,72.28,2,3,1914,Brick,Central thermostat,Fully,288000
Kaunas,Žaliakalnis,Žemaičių g.,28.76,2,3,2020,Brick,Central thermostat,Fully,102360
Vilnius,Burbiškės,Burbiškių g.,58.32,3,1,2022,Brick,Gas,Partial,206890
Vilnius,Burbiškės,Burbiškių g.,83.63,4,4,2022,Brick,Gas,Partial,300750
Vilnius,Burbiškės,Burbiškių g.,71.06,3,1,2021,Brick,Gas,Partial,231850
Vilnius,Burbiškės,Burbiškių g.,40.0,1,3,2021,Brick,Gas,Partial,141560
Vilnius,Justiniškės,Helsinkio g.,65.87,3,3,2021,Brick,Gas,Partial,163942
Vilnius,Justiniškės,Helsinkio g.,32.83,1,1,2022,Brick,Gas,Partial,92814
Vilnius,Justiniškės,Helsinkio g.,44.9,2,2,2022,Brick,Gas,Partial,125218
Kaunas,Palemonas,Marių g.,51.23,2,2,1969,Brick,Central,Fully,60000
Vilnius,Šnipiškės,Linkmenų g.,77.9,3,5,2021,Brick,Central thermostat,Partial,311917
Vilnius,Šnipiškės,Linkmenų g.,64.61,3,6,2021,Brick,Central thermostat,Partial,274219
Vilnius,Šnipiškės,Linkmenų g.,88.9,4,6,2021,Brick,Central thermostat,Partial,341179
Vilnius,Šnipiškės,Linkmenų g.,81.28,4,10,2022,Brick,Central thermostat,Partial,232600
Vilnius,Šnipiškės,Linkmenų g.,58.1,3,7,2022,Brick,Central thermostat,Partial,145940
Vilnius,Šnipiškės,Linkmenų g.,18.8,1,5,2022,Brick,Central thermostat,Partial,60200
Vilnius,Šnipiškės,Linkmenų g.,18.77,1,5,2022,Brick,Central thermostat,Partial,59970
Vilnius,Šnipiškės,Linkmenų g.,39.35,2,5,2022,Brick,Central thermostat,Partial,98110
Vilnius,Šnipiškės,Linkmenų g.,39.06,2,4,2022,Brick,Central thermostat,Partial,85030
Vilnius,Viršuliškės,Viršilų g.,25.86,1,11,2022,Block house,Central thermostat,Partial,80800
Vilnius,Viršuliškės,Viršilų g.,41.94,2,12,2022,Block house,Central thermostat,Partial,134200
Vilnius,Pilaitė,Simono Grunau g.,37.86,2,2,2022,Brick,Gas,Partial,82128
Vilnius,Pilaitė,Simono Grunau g.,64.54,4,3,2022,Brick,Gas,Partial,122626
Vilnius,Baltupiai,Ozo g.,41.0,2,1,2022,Brick,Central thermostat,Partial,119500
Vilnius,Žirmūnai,Verkių g.,53.67,2,3,1984,Brick,Central,Fully,119500
Vilnius,Žirmūnai,Verkių g.,51.54,2,2,2023,Other,Gas,Partial,242238
Vilnius,Žirmūnai,Verkių g.,41.69,2,4,2023,Other,Gas,Fully,180000
Panevėžys,Klaipėdos,Parko g.,59.8,1,4,1980,Brick,Central,Fully,49000
Vilnius,Naujamiestis,Gerosios Vilties g.,18.0,1,2,1966,Brick,Central,Fully,46400
Vilnius,Pašilaičiai,Žemynos g.,66.28,3,2,1986,Block house,Central,Fully,145000
Vilnius,Bajorai,Salaspilio g.,48.03,2,4,2023,Brick,Gas,Partial,147334
Vilnius,Buivydiškės,Mozūriškių g.,77.0,4,1,2023,Brick,Aerothermal,Partial,292000
Vilnius,Pilaitė,Mozūriškių g.,77.0,4,1,2023,Brick,Aerothermal,Partial,292000
Vilnius,Pašilaičiai,Justiniškių g.,43.26,2,2,2004,Brick,Central,Fully,119900
Kaunas,Žemieji Šančiai,A. Juozapavičiaus pr.,52.29,2,2,1957,Brick,Gas,Fully,105000
Kaunas,Žemutiniai Kaniūkai,Raudondvario pl.,77.19,3,1,2007,Brick,Gas,Fully,135500
Vilnius,Karoliniškės,Apolinaro Juozo Povilaičio g.,47.0,2,3,1974,Block house,Central,Fully,125000
Klaipėda,Paupiai,Ragainės g.,39.52,2,4,2021,Brick,Central thermostat,Fully,112000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,64.0,3,2,1977,Block house,Central,Fully,18000
Vilnius,Viršuliškės,Viršilų g.,25.86,1,8,2022,Block house,Central thermostat,Partial,77800
Klaipėda,Debrecenas,Debreceno g.,48.68,2,2,1969,Brick,Central,Fully,58000
Vilnius,Žirmūnai,Kareivių g.,34.02,2,5,1981,Brick,Central,Fully,75800
Vilnius,Užupis,Krivių g.,65.41,3,1,1940,Brick,Gas,Fully,270000
Vilnius,Žvėrynas,Sakalų g.,67.52,3,5,1989,Brick,Central,Fully,200000
Kaunas,Šilainiai,Alytaus g.,64.25,3,2,2023,Brick,Gas,Partial,128900
Kaunas,Šilainiai,Alytaus g.,63.15,3,2,2023,Brick,Gas,Partial,115900
Kaunas,Šilainiai,Alytaus g.,58.68,3,1,2023,Brick,Gas,Partial,117900
Klaipėda,Mokykla,Mokyklos g.,54.22,2,2,2023,Brick,Central thermostat,Partial,147000
Klaipėda,Mokykla,Mokyklos g.,54.13,3,3,2023,Brick,Central thermostat,Partial,145000
Klaipėda,Mokykla,Mokyklos g.,40.57,2,2,2023,Brick,Central thermostat,Partial,115000
Vilnius,Pilaitė,Karaliaučiaus g.,45.09,2,2,2023,Block house,Central thermostat,Partial,119500
Vilnius,Pilaitė,Karaliaučiaus g.,30.72,1,2,2023,Block house,Central thermostat,Partial,84000
Vilnius,Pilaitė,Karaliaučiaus g.,26.88,1,3,2023,Block house,Central thermostat,Partial,78600
Vilnius,Pilaitė,Karaliaučiaus g.,56.69,3,4,2023,Block house,Central thermostat,Partial,145000
Vilnius,Karoliniškės,Sausio 13-osios g.,33.04,1,1,2023,Block house,Central thermostat,Partial,108500
Vilnius,Šnipiškės,Krokuvos g.,21.47,1,3,2022,Brick,Central thermostat,Fully,115000
Vilnius,Šnipiškės,Krokuvos g.,65.42,3,5,1991,Block house,Central,Fully,55900
Vilnius,Verkiai,Kareivių g.,45.77,2,4,2022,Block house,Central,Partial,138200
Šiauliai,Centras,Vilniaus g.,41.4,2,4,1960,Brick,Central,Fully,79500
Vilnius,Justiniškės,Taikos g.,50.51,2,6,1985,Block house,Central,Fully,113500
Kaunas,Kalniečiai,Geležinio Vilko g.,61.83,3,5,1978,Block house,Central,Fully,87000
Šiauliai,Zokniai,Radviliškio g.,51.91,2,4,1994,Brick,Central,Fully,52000
Vilnius,Naujamiestis,Z. Sierakausko g.,48.45,2,2,2020,Brick,Central,Fully,388000
Vilnius,Senamiestis,Z. Sierakausko g.,48.45,2,2,2020,Brick,"Central thermostat, geothermal, other",Fully,388000
Šiauliai,Lieporiai,Naujo Ryto tak.,30.4,1,4,1968,Block house,Central,Fully,54900
Vilnius,Rasos,Filaretų g.,77.7,3,2,1994,Brick,Gas,Fully,240870
Vilnius,Užupis,Filaretų g.,77.7,3,2,1994,Brick,Gas,Fully,240870
Vilnius,Naujamiestis,Akmenų g.,98.48,4,4,1968,Brick,Gas,Fully,450000
Klaipėda,Mažasis kaimelis,Mažojo Kaimelio g.,89.7,4,2,1960,Brick,Gas,Fully,81400
Klaipėda,Mažasis kaimelis,Mažojo Kaimelio g.,77.0,4,4,1960,Brick,Other,Not,46900
Vilnius,Pašilaičiai,Ukmergės g.,63.86,3,2,2018,Brick,Gas,Fully,179000
Vilnius,Šnipiškės,Linkmenų g.,72.67,3,1,2018,Brick,Central thermostat,Fully,290000
Vilnius,Žvėrynas,Studentų g.,20.25,1,5,1962,Brick,Central,Fully,78000
Vilnius,Užupis,Užupio g.,42.06,2,3,1940,Brick,Central,Fully,210000
Akmenės r. sav.,Naujosios Akmenės m.,Respublikos g.,62.0,3,4,1976,Block house,Central,Fully,35000
Kaunas,Šilainiai,Baltijos g.,50.06,2,5,1990,Block house,Central,Fully,64900
Kauno r. sav.,Domeikavos k.,Neries g.,51.29,2,2,1991,Brick,Central,Fully,75000
Klaipėda,Bandužiai,Budelkiemio g.,77.0,3,2,1993,Block house,Central,Fully,94900
Vilnius,Žvėrynas,Sėlių g.,58.5,3,3,1970,Brick,Central,Fully,144000
Vilnius,Šnipiškės,Apkasų g.,45.75,2,4,1964,Block house,Central,Fully,97400
Vilnius,Naujamiestis,Vytenio g.,74.0,2,5,2005,Brick,Central thermostat,Fully,210000
Vilnius,Žirmūnai,Žirmūnų g.,21.5,1,8,1965,Block house,Central,Fully,70000
Vilnius,Šnipiškės,Lvivo g.,56.0,2,5,2018,Monolithic,Central thermostat,Fully,232000
Panevėžys,Centras,Anykščių g.,60.69,4,1,1961,Brick,"Central, gas",Fully,105000
Panevėžys,Centras,Anykščių g.,36.8,2,8,1976,Brick,Central,Fully,39000
Kauno r. sav.,Raudondvario k.,Šiaudinės g.,90.0,4,4,2006,Brick,Gas,Fully,144000
Kaunas,Žaliakalnis,Žeimenos g.,98.0,4,1,2022,Brick,Gas,Partial,252000
Vilnius,Senamiestis,Sodų g.,81.0,4,2,1940,Brick,Gas,Fully,197000
Vilnius,Senamiestis,Sodų g.,43.0,2,1,1983,Brick,Electric,Fully,215000
Vilnius,Senamiestis,Sodų g.,23.0,1,1,2019,Brick,Aerothermal,Fully,160000
Vilnius,Žvėrynas,Siesikų g.,77.26,3,6,2020,Brick,Central thermostat,Fully,395000
Vilnius,Senamiestis,Šv. Stepono g.,61.0,3,2,1940,Brick,Gas,Fully,275000
Vilnius,Senamiestis,Raugyklos g.,63.67,2,1,1940,Brick,Gas,Fully,240000
Šiauliai,Zokniai,Radviliškio g.,81.59,3,2,1945,Brick,Gas,Fully,69900
Šiauliai,Centras,Aušros al.,68.68,3,2,2022,Carcass house,Gas,Partial,123700
Vilnius,Pilaitė,Karaliaučiaus g.,38.3,2,6,2022,Brick,Central thermostat,Partial,114500
Vilnius,Antakalnis,Debesijos g.,16.0,1,2,1960,Brick,Central,Fully,62990
